Frequency,Magnitude_dB,Phase_rad,FlippedBand,Channel,Compensated
168.0,1.8715863,1.5174341,False,left,True
169.0,-1.463952,-0.4337443,False,left,True
170.0,-23.606064,0.2979759,False,left,True
171.0,-0.91343546,-2.8177104,False,left,True
172.0,3.5012784,-1.206671,False,left,True
173.0,-2.2496123,2.9348478,False,left,True
174.0,-2.4164395,-3.0122488,False,left,True
175.0,-3.8782802,-2.159106,False,left,True
176.0,2.2087834,-2.7868183,False,left,True
177.0,5.525773,1.6528949,False,left,True
178.0,-0.35846794,2.7763426,False,left,True
179.0,2.989759,-1.4664745,False,left,True
180.0,5.800013,-1.9586443,False,left,True
181.0,-4.17938,-0.9614995,False,left,True
182.0,1.1360602,1.3715297,False,left,True
183.0,-2.5418923,-1.0406147,False,left,True
184.0,2.0064542,-1.7352102,False,left,True
185.0,-4.899267,-0.16339488,False,left,True
186.0,-29.29522,2.7243347,False,left,True
187.0,0.9909136,-1.0876598,False,left,True
188.0,-10.17647,-3.007969,False,left,True
189.0,-1.8180192,-0.70148456,False,left,True
190.0,2.4915187,-2.2315087,False,left,True
191.0,5.1645517,2.3840384,False,left,True
192.0,-9.064835,-1.78618,False,left,True
193.0,-1.0178415,-0.3204544,False,left,True
194.0,1.0296978,1.6397485,False,left,True
195.0,-4.3258295,1.987531,False,left,True
196.0,1.3487052,1.1146595,False,left,True
197.0,2.944732,-2.7783756,False,left,True
198.0,5.6183853,0.10936282,False,left,True
199.0,-8.451386,1.7019728,False,left,True
200.0,0.98572403,-2.119312,False,left,True
201.0,5.572628,3.0295694,False,left,True
202.0,-2.1426013,-0.8306154,False,left,True
203.0,-0.7940272,2.3352869,False,left,True
204.0,0.5672199,-0.46413898,False,left,True
205.0,-24.353367,2.4793599,False,left,True
206.0,5.4638047,0.05330095,False,left,True
207.0,-3.217391,-1.1618505,False,left,True
208.0,-7.7048926,-0.954291,False,left,True
209.0,-4.130384,-1.7248846,False,left,True
210.0,5.255566,-0.033114456,False,left,True
211.0,4.9232426,-0.83350253,False,left,True
212.0,6.6473556,-1.9273982,False,left,True
213.0,-2.5282745,2.3711622,False,left,True
214.0,-0.7261557,-0.23371461,False,left,True
215.0,0.36739737,1.4880935,False,left,True
216.0,5.9967346,-0.399793,False,left,True
217.0,-0.31647953,1.1638602,False,left,True
218.0,-4.102313,-2.2004247,False,left,True
219.0,-2.1403944,2.2763207,False,left,True
220.0,1.8467938,2.4779294,False,left,True
221.0,0.48627043,-1.801433,False,left,True
222.0,-2.2222195,2.2164247,False,left,True
223.0,0.23744759,-2.9658036,False,left,True
224.0,2.715137,2.1679273,False,left,True
225.0,-9.17981,1.9852821,False,left,True
226.0,0.90317553,0.122919016,False,left,True
227.0,-4.347015,2.6597252,False,left,True
228.0,-4.047543,1.4734101,False,left,True
229.0,-0.19313622,2.130874,False,left,True
230.0,-10.812088,1.4437991,False,left,True
231.0,-1.9647907,1.9834445,False,left,True
232.0,-2.009897,0.91878784,False,left,True
233.0,3.3039186,2.7101922,False,left,True
234.0,-2.6879315,-1.2079873,False,left,True
235.0,4.9104385,0.3228356,False,left,True
236.0,-0.7762449,0.3170633,False,left,True
237.0,-9.966312,-1.3433758,False,left,True
238.0,0.17774704,2.2191303,False,left,True
239.0,4.342272,2.8878274,False,left,True
240.0,5.388706,-3.0163188,False,left,True
241.0,-0.87952584,2.5656197,False,left,True
242.0,-5.7781363,2.191132,False,left,True
243.0,3.926728,1.3279225,False,left,True
244.0,2.420756,-2.0356953,False,left,True
245.0,-2.3693442,0.56114906,False,left,True
246.0,0.58996624,1.2651191,False,left,True
247.0,4.8484316,0.6009079,False,left,True
248.0,1.2754371,2.4757254,False,left,True
249.0,-0.16541186,1.0874923,False,left,True
250.0,-5.128172,1.4440396,False,left,True
251.0,5.6779776,-0.057117272,False,left,True
252.0,0.02176352,-1.9489743,False,left,True
253.0,2.58781,2.8464918,False,left,True
254.0,-3.6288867,-0.2347824,False,left,True
255.0,-3.4143877,-1.8798139,False,left,True
256.0,1.0473001,0.8475364,False,left,True
257.0,-4.286169,-2.672752,False,left,True
258.0,6.539809,-1.8845065,False,left,True
259.0,7.2704096,0.4309567,False,left,True
260.0,0.4785353,0.9215238,False,left,True
261.0,-2.0459802,0.70544577,False,left,True
262.0,1.8703574,-0.9661928,False,left,True
263.0,-5.088393,-2.5554326,False,left,True
264.0,9.465327,1.6730593,False,left,True
265.0,-3.077334,-1.564425,False,left,True
266.0,2.673168,-2.0619588,False,left,True
267.0,3.6090426,-2.9958372,False,left,True
268.0,-0.106572896,-0.42202055,False,left,True
269.0,5.602402,1.9090496,False,left,True
270.0,-0.5834389,2.1539948,False,left,True
271.0,2.4302409,-1.8103555,False,left,True
272.0,-0.42771763,0.31524572,False,left,True
273.0,5.8710837,0.059938077,False,left,True
274.0,1.917505,-2.765633,False,left,True
275.0,-7.5493336,2.7379775,False,left,True
276.0,-1.2128545,2.2084281,False,left,True
277.0,0.34607497,0.123520315,False,left,True
278.0,-2.5694654,1.5285394,False,left,True
279.0,-0.12744394,-0.6249772,False,left,True
280.0,-18.489876,-1.0308561,False,left,True
281.0,-14.646687,1.9920671,False,left,True
282.0,-4.322243,-0.5510704,False,left,True
283.0,-3.9982195,-0.2347515,False,left,True
284.0,0.66660285,-1.4825804,False,left,True
285.0,-19.172014,-3.1343992,False,left,True
286.0,2.0217996,1.1178018,False,left,True
287.0,-1.9444265,2.0271668,False,left,True
288.0,1.0982265,-1.3476046,False,left,True
289.0,-16.71616,2.1800337,False,left,True
290.0,-6.9951687,3.0565495,False,left,True
291.0,-2.3549268,1.3679808,False,left,True
292.0,-10.740081,-1.9269485,False,left,True
293.0,-8.318799,-2.454434,False,left,True
294.0,-3.5228717,-2.2963626,False,left,True
295.0,6.6864643,-1.6233373,False,left,True
296.0,-1.829431,2.5036628,False,left,True
297.0,-9.79067,-2.3912237,False,left,True
298.0,-13.848797,-2.9474218,False,left,True
299.0,-1.496031,-0.19246449,False,left,True
300.0,5.5073285,0.5439062,False,left,True
301.0,4.91589,-0.093287945,False,left,True
302.0,0.5587896,0.895782,False,left,True
303.0,-1.8306166,2.759944,False,left,True
304.0,4.630261,-0.44945547,False,left,True
305.0,-3.8146238,2.1317823,False,left,True
306.0,4.8146825,-2.884037,False,left,True
307.0,0.5204088,-1.8526379,False,left,True
308.0,0.63394016,-2.4011636,False,left,True
309.0,4.9147716,1.88869,False,left,True
310.0,0.8010304,-1.5708097,False,left,True
311.0,4.095717,-0.5305105,False,left,True
312.0,7.9776163,0.97520286,False,left,True
313.0,-4.540327,-2.560193,False,left,True
314.0,4.822706,3.0670846,False,left,True
315.0,-10.123926,-1.9273609,False,left,True
316.0,-0.15615456,-2.0040126,False,left,True
317.0,0.5159187,0.5167992,False,left,True
318.0,-1.3623501,-0.8526815,False,left,True
319.0,0.88945156,-2.579364,False,left,True
320.0,-4.601033,-2.8234243,False,left,True
321.0,-7.027238,-3.098907,False,left,True
322.0,2.0896263,-1.1041588,False,left,True
323.0,7.0429106,-1.2160342,False,left,True
324.0,1.6915181,2.0725634,False,left,True
325.0,1.7834204,-1.5612792,False,left,True
326.0,-6.801129,1.9224259,False,left,True
327.0,4.7783093,0.15419963,False,left,True
328.0,-7.3977447,-1.5482421,False,left,True
329.0,1.4234084,-0.60138625,False,left,True
330.0,3.338575,-1.1665485,False,left,True
331.0,-2.0273294,2.5920293,False,left,True
332.0,-4.514889,-0.36170122,False,left,True
333.0,6.9855547,-2.1965673,False,left,True
334.0,4.507498,-0.37158915,False,left,True
335.0,4.647655,0.15988746,False,left,True
336.0,5.353191,-0.28265008,False,left,True
337.0,-1.7454755,-0.5875709,False,left,True
338.0,-1.8588852,0.69949675,False,left,True
339.0,-0.75182235,-1.2042378,False,left,True
340.0,0.7407505,-0.7335694,False,left,True
341.0,5.7992496,-1.4663594,False,left,True
342.0,7.9372663,2.5835438,False,left,True
343.0,-5.251111,0.040214762,False,left,True
344.0,0.41637266,0.18924066,False,left,True
345.0,1.4810939,0.14762862,False,left,True
346.0,-7.3447666,-0.7281859,False,left,True
347.0,0.60723436,0.06673558,False,left,True
348.0,-1.5945551,2.9178693,False,left,True
349.0,-0.29919523,-1.0032349,False,left,True
350.0,-5.4113474,0.92982465,False,left,True
351.0,3.6023018,-2.680143,False,left,True
352.0,0.47473234,-0.49146566,False,left,True
353.0,-1.7967485,-1.6837734,False,left,True
354.0,-0.6359525,0.32882905,False,left,True
355.0,8.205588,-1.7557012,False,left,True
356.0,4.8980556,1.4781413,False,left,True
357.0,0.8733129,0.010757316,False,left,True
358.0,-4.367103,0.17080756,False,left,True
359.0,3.9394307,-0.5494191,False,left,True
360.0,2.5807786,-2.4426708,False,left,True
361.0,0.11263874,-2.8699708,False,left,True
362.0,-0.4201201,-2.6691413,False,left,True
363.0,-10.379349,1.8027431,False,left,True
364.0,5.7010055,-1.0796596,False,left,True
365.0,-5.686908,1.8777435,False,left,True
366.0,-8.969579,-2.2956355,False,left,True
367.0,-11.381781,1.2684207,False,left,True
368.0,-9.588093,-0.13738085,False,left,True
369.0,-0.8868018,-3.1184428,False,left,True
370.0,4.701815,1.7814242,False,left,True
371.0,4.050817,-3.132847,False,left,True
372.0,0.88219655,-1.2778844,False,left,True
373.0,-5.8190737,-2.6424572,False,left,True
374.0,-1.2201935,-2.4129205,False,left,True
375.0,-8.6146345,-0.8303948,False,left,True
376.0,0.42491364,0.64721006,False,left,True
377.0,7.777288,2.4128437,False,left,True
378.0,-6.3996143,-1.188832,False,left,True
379.0,1.8189175,-2.1329496,False,left,True
380.0,4.371928,1.8178439,False,left,True
381.0,-1.9127482,-1.6599184,False,left,True
382.0,-1.3003626,-0.47438157,False,left,True
383.0,1.8440777,-2.5264251,False,left,True
384.0,-6.7225266,-1.6262792,False,left,True
385.0,-2.6220899,2.2886467,False,left,True
386.0,-3.0825784,-1.0537347,False,left,True
387.0,2.22304,0.20281391,False,left,True
388.0,7.629759,-1.4639529,False,left,True
389.0,-18.6497,-1.1506625,False,left,True
390.0,3.389689,0.496834,False,left,True
391.0,-11.9562435,-1.9814975,False,left,True
392.0,-1.0009089,-2.1141639,False,left,True
393.0,8.549708,-2.614481,False,left,True
394.0,-2.206549,-0.9739028,False,left,True
395.0,3.5852127,2.5571783,False,left,True
396.0,1.1580615,-1.3862286,False,left,True
397.0,-14.962305,2.9380007,False,left,True
398.0,1.5307896,1.847138,False,left,True
399.0,5.7486734,-1.1867918,False,left,True
400.0,-6.9614954,-1.355343,False,left,True
401.0,5.334326,-0.17103906,False,left,True
402.0,1.7407919,0.9861894,False,left,True
403.0,-4.042672,2.7745242,False,left,True
404.0,-4.4054213,2.1749954,False,left,True
405.0,-8.443081,-2.792788,False,left,True
406.0,5.5440373,-2.3904533,False,left,True
407.0,0.036365002,1.9531368,False,left,True
408.0,3.0071955,-2.630043,False,left,True
409.0,-0.7702342,0.005939419,False,left,True
410.0,-5.3261414,-0.20994863,False,left,True
411.0,-2.2437806,2.5935776,False,left,True
412.0,4.23947,-1.8188972,False,left,True
413.0,0.6894723,2.8333597,False,left,True
414.0,-1.1223631,2.321513,False,left,True
415.0,7.356362,-0.953261,False,left,True
416.0,1.601315,1.0998241,False,left,True
417.0,-1.2993531,-0.36672175,False,left,True
418.0,-1.8059677,-2.8855395,False,left,True
419.0,-6.067705,-0.17158923,False,left,True
420.0,-6.4718432,2.835504,False,left,True
421.0,-2.1723983,-1.757931,False,left,True
422.0,-0.7064464,2.2222335,False,left,True
423.0,4.6882734,1.1383215,False,left,True
424.0,8.378533,2.9025607,False,left,True
425.0,4.781031,1.2860746,False,left,True
426.0,-2.7191825,-0.2051852,False,left,True
427.0,-3.4021988,-1.6497158,False,left,True
428.0,5.6214023,2.6358292,False,left,True
429.0,5.814007,1.7588359,False,left,True
430.0,-8.064485,-1.3576566,False,left,True
431.0,-3.2809916,-3.0181842,False,left,True
432.0,1.7462442,-2.4366775,False,left,True
433.0,3.0401018,-0.73836535,False,left,True
434.0,3.5630183,1.3835981,False,left,True
435.0,1.3611819,-0.8315419,False,left,True
436.0,-2.6868186,-1.5927858,False,left,True
437.0,4.873005,-1.1454335,False,left,True
438.0,-3.0730324,0.66525775,False,left,True
439.0,3.8987083,-3.1344812,False,left,True
440.0,-9.814505,-2.7549937,False,left,True
441.0,-5.755115,-0.8441012,False,left,True
442.0,-5.373469,-2.6160386,False,left,True
443.0,-6.828762,-1.1503048,False,left,True
444.0,1.0582768,2.4423401,False,left,True
445.0,-3.8508832,0.81480813,False,left,True
446.0,0.29270598,0.8335119,False,left,True
447.0,4.521716,2.2143178,False,left,True
448.0,-1.6797676,3.037975,False,left,True
449.0,5.0632896,-0.63973296,False,left,True
450.0,2.751517,1.1945952,False,left,True
451.0,-8.780409,-2.4611855,False,left,True
452.0,3.398909,1.677878,False,left,True
453.0,5.9692316,0.38623682,False,left,True
454.0,-2.9580688,-1.7639914,False,left,True
455.0,5.537482,-1.7881451,False,left,True
456.0,5.1791167,1.8042996,False,left,True
457.0,0.98061633,2.7906153,False,left,True
458.0,10.278807,-2.1089547,False,left,True
459.0,0.13814959,-1.068359,False,left,True
460.0,4.9727187,2.1613927,False,left,True
461.0,-0.41684908,1.0587449,False,left,True
462.0,2.650905,2.7390559,False,left,True
463.0,4.9886937,-0.94628793,False,left,True
464.0,-4.1076365,0.9382884,False,left,True
465.0,2.7562068,-1.2260244,False,left,True
466.0,-7.8169336,-0.75557905,False,left,True
467.0,2.488127,2.6352482,False,left,True
468.0,2.2278812,0.9319562,False,left,True
469.0,2.794676,-0.49926054,False,left,True
470.0,2.9088285,3.0376666,False,left,True
471.0,-7.8349876,1.8353719,False,left,True
472.0,-0.6720925,2.0566545,False,left,True
473.0,-7.384875,1.2770452,False,left,True
474.0,-2.8148699,0.22937223,False,left,True
475.0,-5.886591,-2.164713,False,left,True
476.0,3.0717783,-1.2318785,False,left,True
477.0,1.2385975,0.19039045,False,left,True
478.0,-0.27120453,0.7147606,False,left,True
479.0,7.7844315,1.0139472,False,left,True
480.0,-3.884901,-0.27666286,False,left,True
481.0,5.4971304,2.5112638,False,left,True
482.0,-2.2033691,-2.377702,False,left,True
483.0,3.5036051,-1.1948576,False,left,True
484.0,-2.7290714,-1.1543177,False,left,True
485.0,3.4200182,-2.1494143,False,left,True
486.0,3.7564337,-1.7147983,False,left,True
487.0,1.8563884,-0.6911867,False,left,True
488.0,6.641159,-0.3867964,False,left,True
489.0,4.5861607,-0.29115334,False,left,True
490.0,5.3281126,-2.478755,False,left,True
491.0,3.0551374,1.6704874,False,left,True
492.0,2.9518814,-0.5128599,False,left,True
493.0,-0.7804238,0.4390792,False,left,True
494.0,-0.89605165,0.12374524,False,left,True
495.0,0.79524326,1.9151845,False,left,True
496.0,-3.1056614,1.9137636,False,left,True
497.0,-4.5721335,0.18232939,False,left,True
498.0,0.67013776,-1.2251052,False,left,True
499.0,-9.993614,1.3510069,False,left,True
500.0,-1.5595572,-1.9304762,False,left,True
501.0,-2.4480982,3.0685763,False,left,True
502.0,5.363224,2.6986744,False,left,True
503.0,2.3545895,-2.4498649,False,left,True
504.0,0.4700057,1.0668926,False,left,True
505.0,-0.70940644,-2.1417406,False,left,True
506.0,-1.0691206,-1.1040812,False,left,True
507.0,2.1714685,-1.936232,False,left,True
508.0,-0.07971239,1.3836504,False,left,True
509.0,-8.824861,0.12322757,False,left,True
510.0,4.1801066,-0.66547704,False,left,True
511.0,-2.4771142,-0.6822473,False,left,True
512.0,3.338441,-1.2868378,False,left,True
513.0,5.469325,-2.654228,False,left,True
514.0,0.23020656,1.2986505,False,left,True
515.0,-0.43743902,2.347183,False,left,True
516.0,4.283987,1.1593051,False,left,True
517.0,4.439699,1.5196931,False,left,True
518.0,-3.3173862,0.92698795,False,left,True
519.0,4.258764,-1.548791,False,left,True
520.0,1.2763249,2.9812708,False,left,True
521.0,3.401,1.4757856,False,left,True
522.0,-16.522972,-0.0653358,False,left,True
523.0,5.3212447,-1.3107882,False,left,True
524.0,9.40887,-2.3456857,False,left,True
525.0,1.677487,1.2527643,False,left,True
526.0,5.12309,-2.211977,False,left,True
527.0,2.2963974,-1.9149522,False,left,True
528.0,7.3756037,1.953036,False,left,True
529.0,-6.0431285,0.2862065,False,left,True
530.0,7.7346964,2.4683075,False,left,True
531.0,-15.646138,-1.2115171,False,left,True
532.0,-0.31506595,1.0108194,False,left,True
533.0,-0.57584,0.48479205,False,left,True
534.0,7.2481155,-3.011193,False,left,True
535.0,-0.4513851,-1.6789238,False,left,True
536.0,-5.2983565,0.7833007,False,left,True
537.0,-15.124425,-2.4450738,False,left,True
538.0,-20.483158,-2.5916145,False,left,True
539.0,0.37510014,2.6527884,False,left,True
540.0,-0.29649866,-3.097268,False,left,True
541.0,1.0084814,0.9539951,False,left,True
542.0,6.526584,-2.2520275,False,left,True
543.0,2.4804666,-1.6832068,False,left,True
544.0,1.0821314,2.9443874,False,left,True
545.0,0.99826217,-1.2264569,False,left,True
546.0,5.6868024,-1.1071924,False,left,True
547.0,-2.9874597,2.5260253,False,left,True
548.0,-16.00196,0.81261134,False,left,True
549.0,3.5279024,-0.9572114,False,left,True
550.0,6.17719,2.6104438,False,left,True
551.0,-1.3279068,-0.38897562,False,left,True
552.0,4.817801,0.70518154,False,left,True
553.0,-7.7054977,-2.1712394,False,left,True
554.0,-1.6913766,0.8846653,False,left,True
555.0,-1.1889919,-2.4201064,False,left,True
556.0,5.0733023,-1.401842,False,left,True
557.0,1.8859284,1.706485,False,left,True
558.0,4.5378118,-1.991027,False,left,True
559.0,5.3139124,2.0217898,False,left,True
560.0,2.6298392,1.9606149,False,left,True
561.0,1.9017518,2.5448878,False,left,True
562.0,2.3083832,-1.9111874,False,left,True
563.0,-1.6697075,2.4515967,False,left,True
564.0,0.34328455,-1.2437601,False,left,True
565.0,2.1603305,0.84633714,False,left,True
566.0,4.8897204,2.0177064,False,left,True
567.0,3.3345864,0.10135596,False,left,True
568.0,1.7103887,2.9468875,False,left,True
569.0,-1.126482,3.131988,False,left,True
570.0,-1.1004133,-1.4619585,False,left,True
571.0,-7.0085506,1.8875062,False,left,True
572.0,-4.2898207,-2.1434393,False,left,True
573.0,4.1027474,0.33929175,False,left,True
574.0,2.3561938,-2.3859868,False,left,True
575.0,4.169971,2.229302,False,left,True
576.0,-0.18486203,2.4422925,False,left,True
577.0,3.2021234,0.008295168,False,left,True
578.0,6.2485847,-1.4074489,False,left,True
579.0,-8.248451,0.20506628,False,left,True
580.0,2.2944274,2.1932695,False,left,True
581.0,2.3833969,0.8126024,False,left,True
582.0,-6.597385,-0.4703288,False,left,True
583.0,0.034176704,1.2276618,False,left,True
584.0,4.3322296,2.503651,False,left,True
585.0,2.1232834,-0.7126052,False,left,True
586.0,2.0093582,-1.3433795,False,left,True
587.0,-1.1756837,-0.9655465,False,left,True
588.0,1.0227044,2.8176079,False,left,True
589.0,-2.581555,-2.3107367,False,left,True
590.0,1.3109069,-2.0665548,False,left,True
591.0,0.50311846,2.0771103,False,left,True
592.0,-0.67886406,0.8401509,False,left,True
593.0,5.612252,-0.37710813,False,left,True
594.0,0.41376662,-2.3287148,False,left,True
595.0,-4.459413,-0.023993725,False,left,True
596.0,4.1621833,-1.0156052,False,left,True
597.0,3.4995043,-0.90070724,False,left,True
598.0,-13.509863,0.33967942,False,left,True
599.0,-14.0833,2.4876022,False,left,True
600.0,4.0547056,-2.5602787,False,left,True
601.0,-5.808708,-1.5608689,False,left,True
602.0,1.5906583,0.4389728,False,left,True
603.0,3.625692,0.47607696,False,left,True
604.0,-2.2782664,1.2789247,False,left,True
605.0,-2.9141307,-1.6157523,False,left,True
606.0,5.9144564,-0.46378425,False,left,True
607.0,-1.7775625,-2.2677073,False,left,True
608.0,5.881976,-2.382322,False,left,True
609.0,-17.7617,-0.2764795,False,left,True
610.0,1.723612,1.3549821,False,left,True
611.0,-0.48089033,-1.6197371,False,left,True
612.0,4.2375574,2.2036355,False,left,True
613.0,1.827179,2.8786142,False,left,True
614.0,6.117777,-0.8446076,False,left,True
615.0,3.0719028,0.23295005,False,left,True
616.0,-7.3591423,-0.9779796,False,left,True
617.0,-2.6235647,1.9884629,False,left,True
