Frequency,Magnitude_dB,Phase_rad,FlippedBand,Channel,Compensated
63.0,35.492893,2.2764935,False,right,True
64.0,31.150217,-0.5892795,False,right,True
65.0,26.252983,2.6739895,False,right,True
66.0,33.61502,2.058822,False,right,True
67.0,31.934292,3.0753813,False,right,True
68.0,28.72838,2.7858608,False,right,True
69.0,23.81231,2.2423973,False,right,True
70.0,34.79173,2.734802,False,right,True
71.0,30.715374,-0.13366953,False,right,True
72.0,14.012078,-0.31732515,False,right,True
73.0,30.704622,0.096214406,False,right,True
74.0,32.50377,2.71931,False,right,True
75.0,29.974754,0.19490182,False,right,True
76.0,33.60851,0.7176024,False,right,True
77.0,32.988094,-3.1057692,False,right,True
78.0,34.556698,1.3665493,False,right,True
79.0,23.93774,-0.16702172,False,right,True
80.0,22.98068,0.37850583,False,right,True
81.0,31.348198,-1.6853921,False,right,True
82.0,37.084156,-1.3198673,False,right,True
83.0,26.48832,3.0639975,False,right,True
84.0,27.773388,-0.25102976,False,right,True
85.0,32.749657,0.18707854,False,right,True
86.0,35.89233,2.4927363,False,right,True
87.0,39.900467,-1.3321819,False,right,True
88.0,23.886497,2.6691515,False,right,True
89.0,34.983948,-1.989124,False,right,True
90.0,12.647751,0.7989456,False,right,True
91.0,29.146091,-1.7809527,False,right,True
92.0,34.358868,0.73145944,False,right,True
93.0,22.934422,1.9706109,False,right,True
94.0,5.4321375,0.67390823,False,right,True
95.0,32.021633,-1.3974203,False,right,True
96.0,33.397568,-0.7923418,False,right,True
97.0,34.627995,0.51145786,False,right,True
98.0,20.307655,2.8229048,False,right,True
99.0,22.168758,-0.5542991,False,right,True
100.0,26.529026,0.78074527,False,right,True
101.0,35.08696,2.3196642,False,right,True
102.0,27.369577,1.5772525,False,right,True
103.0,33.298542,0.95603645,False,right,True
104.0,30.281572,2.3921163,False,right,True
105.0,32.73423,-0.97948307,False,right,True
106.0,22.34805,-2.754414,False,right,True
107.0,37.53276,-2.3435595,False,right,True
108.0,26.12505,0.9912042,False,right,True
109.0,25.973167,0.41365376,False,right,True
110.0,34.598263,0.6721516,False,right,True
111.0,35.489346,0.83202344,False,right,True
112.0,30.479803,-2.1287632,False,right,True
113.0,30.651398,1.1873804,False,right,True
114.0,32.953518,-0.62969065,False,right,True
115.0,17.683249,-2.2158592,False,right,True
116.0,30.024551,-0.41954863,False,right,True
117.0,32.543495,-1.1347262,False,right,True
118.0,31.540167,0.4766743,False,right,True
119.0,31.940165,2.1580029,False,right,True
120.0,33.28169,-0.4133421,False,right,True
121.0,38.710075,0.24233016,False,right,True
122.0,23.475918,-1.0338054,False,right,True
123.0,30.893574,1.1102263,False,right,True
124.0,34.621002,-1.1847316,False,right,True
125.0,35.2445,0.4177526,False,right,True
126.0,27.461739,1.0841868,False,right,True
127.0,23.030598,-2.7840145,False,right,True
128.0,35.03793,-0.16177237,False,right,True
129.0,34.685314,1.8919754,False,right,True
130.0,26.96306,2.5802708,False,right,True
131.0,32.016094,-1.7942624,False,right,True
132.0,34.313972,-0.027844733,False,right,True
133.0,33.954746,1.2946914,False,right,True
134.0,31.376091,-1.2258825,False,right,True
135.0,36.29822,-0.10875888,False,right,True
136.0,31.1091,0.7613237,False,right,True
137.0,25.476894,-0.7238865,False,right,True
138.0,14.969122,-2.4535465,False,right,True
139.0,15.087157,2.4972398,False,right,True
140.0,30.46616,-3.0907993,False,right,True
141.0,38.558727,-1.739569,False,right,True
142.0,27.869528,2.6879778,False,right,True
143.0,36.24719,-0.49493158,False,right,True
144.0,32.506374,-1.8044009,False,right,True
145.0,32.69586,-1.2192581,False,right,True
146.0,37.646812,1.4035572,False,right,True
147.0,36.044346,-0.9419927,False,right,True
148.0,28.435583,-1.3093588,False,right,True
149.0,30.860672,0.34471777,False,right,True
150.0,20.859793,1.6640766,False,right,True
151.0,25.1151,0.07124294,False,right,True
152.0,25.707644,-1.9501587,False,right,True
153.0,28.687702,-1.0836563,False,right,True
154.0,37.036655,-1.1019672,False,right,True
155.0,25.50026,2.9197946,False,right,True
156.0,25.595173,1.6252276,False,right,True
157.0,34.41231,-0.55458254,False,right,True
158.0,35.12993,-2.197972,False,right,True
159.0,33.465,-2.7115982,False,right,True
160.0,33.68905,3.0286484,False,right,True
161.0,35.417675,2.9808123,False,right,True
162.0,33.116226,1.7537043,False,right,True
163.0,35.987274,1.1225836,False,right,True
164.0,33.096973,2.4806805,False,right,True
165.0,22.327702,2.2241402,False,right,True
166.0,30.720463,-0.4696874,False,right,True
167.0,26.229794,0.28560635,False,right,True
168.0,35.609646,1.3609735,False,right,True
169.0,32.24892,-1.1940228,False,right,True
170.0,35.191475,0.23101228,False,right,True
171.0,26.382673,1.133225,False,right,True
172.0,30.24394,0.6445131,False,right,True
173.0,28.71113,-0.41715515,False,right,True
174.0,38.34115,0.9930718,False,right,True
175.0,34.751743,-2.0607288,False,right,True
176.0,28.857533,-2.78856,False,right,True
177.0,25.777576,-2.8892357,False,right,True
178.0,31.484283,-1.6922624,False,right,True
179.0,30.963856,1.726921,False,right,True
180.0,36.57679,1.5637884,False,right,True
181.0,30.323648,-2.9692364,False,right,True
182.0,35.00779,-2.506536,False,right,True
183.0,33.962044,-1.1134897,False,right,True
184.0,37.745773,0.07217311,False,right,True
185.0,28.686214,2.5361311,False,right,True
186.0,19.657066,1.9399611,False,right,True
187.0,27.540413,0.34466353,False,right,True
188.0,38.74231,-2.3663,False,right,True
189.0,25.26454,-1.4596106,False,right,True
190.0,30.284077,3.0057774,False,right,True
191.0,19.172676,0.8362498,False,right,True
192.0,31.841269,-1.8524755,False,right,True
193.0,36.870083,-2.628413,False,right,True
194.0,32.77783,2.3934278,False,right,True
195.0,26.488235,-2.596562,False,right,True
196.0,30.375172,1.622641,False,right,True
197.0,31.406475,2.708134,False,right,True
198.0,32.5666,1.2903647,False,right,True
199.0,39.001034,1.2574208,False,right,True
200.0,37.20685,-0.11367517,False,right,True
201.0,34.10758,2.4463148,False,right,True
202.0,30.914707,0.33174,False,right,True
203.0,33.597332,-1.5578738,False,right,True
204.0,32.5538,-2.6354063,False,right,True
205.0,20.1385,-1.6508192,False,right,True
206.0,10.231719,1.112824,False,right,True
207.0,23.5355,2.609276,False,right,True
208.0,34.752926,-2.4582057,False,right,True
209.0,36.10695,-0.34555608,False,right,True
210.0,31.5308,0.084223144,False,right,True
211.0,30.949215,-1.5652772,False,right,True
212.0,28.386368,2.474968,False,right,True
213.0,31.266356,2.9546032,False,right,True
214.0,15.854225,-1.2801193,False,right,True
215.0,36.259365,1.2010051,False,right,True
216.0,23.954147,-2.633719,False,right,True
217.0,16.147455,1.3696779,False,right,True
218.0,31.769133,0.21553643,False,right,True
219.0,21.54169,1.8277099,False,right,True
220.0,34.671585,1.0442578,False,right,True
221.0,25.033808,-1.090894,False,right,True
222.0,29.787182,2.209462,False,right,True
223.0,34.400494,-2.9022605,False,right,True
224.0,27.939528,-0.19816545,False,right,True
225.0,21.714231,-1.751379,False,right,True
226.0,33.04212,-0.74443376,False,right,True
227.0,29.29329,-0.03499339,False,right,True
228.0,33.362328,1.8024434,False,right,True
229.0,30.568932,-3.042393,False,right,True
230.0,30.698662,1.9661745,False,right,True
231.0,26.032227,1.384341,False,right,True
232.0,31.306345,2.520676,False,right,True
233.0,22.423334,2.6789608,False,right,True
234.0,17.177639,-1.5862992,False,right,True
235.0,35.72129,0.407584,False,right,True
236.0,35.975388,-0.2661913,False,right,True
237.0,28.287622,2.2213097,False,right,True
238.0,39.812176,1.5078659,False,right,True
239.0,22.06858,-1.3466862,False,right,True
240.0,20.3051,-0.3715818,False,right,True
241.0,32.65727,2.3049674,False,right,True
242.0,35.27653,2.039726,False,right,True
243.0,30.333368,3.053004,False,right,True
244.0,39.18038,-0.36202592,False,right,True
245.0,31.813408,-2.6198506,False,right,True
246.0,32.384003,-1.664923,False,right,True
247.0,29.448729,1.4808543,False,right,True
248.0,37.3695,0.9976167,False,right,True
249.0,35.061726,1.0783142,False,right,True
250.0,32.817596,-2.3866048,False,right,True
251.0,29.718187,-2.6709285,False,right,True
252.0,28.375074,1.152033,False,right,True
253.0,30.885033,-0.082010485,False,right,True
254.0,31.578377,1.9949867,False,right,True
255.0,33.28684,-2.7029414,False,right,True
256.0,32.05068,-2.006221,False,right,True
257.0,33.990295,-2.2747433,False,right,True
258.0,27.12054,-2.480506,False,right,True
259.0,31.26538,-1.9823109,False,right,True
260.0,29.203957,-1.6497259,False,right,True
261.0,32.160282,2.891826,False,right,True
262.0,32.097828,0.8396902,False,right,True
263.0,33.825256,-1.5335381,False,right,True
264.0,28.186996,1.616751,False,right,True
265.0,29.840395,-0.5260699,False,right,True
266.0,26.747616,1.0347743,False,right,True
267.0,31.520624,1.8245606,False,right,True
268.0,32.144196,-1.7232035,False,right,True
269.0,23.723034,1.0966188,False,right,True
270.0,32.503403,-0.5006932,False,right,True
271.0,32.27175,-2.5300293,False,right,True
272.0,26.30173,2.7190115,False,right,True
273.0,37.506035,1.5048236,False,right,True
274.0,27.266466,-1.779184,False,right,True
275.0,35.449158,1.9469666,False,right,True
276.0,36.427284,0.30709425,False,right,True
277.0,27.625679,0.655336,False,right,True
278.0,14.548897,0.12824234,False,right,True
279.0,27.723864,1.8778634,False,right,True
280.0,21.633682,2.729906,False,right,True
281.0,33.846268,-0.93135774,False,right,True
282.0,28.77181,2.7659185,False,right,True
283.0,21.329422,-0.16011748,False,right,True
284.0,33.80528,-2.9159737,False,right,True
285.0,27.598583,-1.8405834,False,right,True
286.0,28.181751,1.4406357,False,right,True
287.0,37.63696,1.6091388,False,right,True
288.0,28.550379,1.0394276,False,right,True
289.0,34.345478,0.006752747,False,right,True
290.0,28.210735,1.0796826,False,right,True
291.0,29.568905,1.954508,False,right,True
292.0,26.52493,2.9154775,False,right,True
293.0,30.783836,-1.5741631,False,right,True
294.0,33.879436,-1.1086205,False,right,True
295.0,28.368855,2.6584368,False,right,True
296.0,37.370743,2.2227845,False,right,True
297.0,27.946596,1.61959,False,right,True
298.0,26.79113,3.0298266,False,right,True
299.0,37.481102,-1.937494,False,right,True
300.0,30.951054,-0.2175722,False,right,True
301.0,26.820307,0.47262284,False,right,True
302.0,33.610977,-2.3657134,False,right,True
303.0,25.980816,1.2308712,False,right,True
304.0,33.51301,2.3444328,False,right,True
305.0,18.971298,1.7673857,False,right,True
306.0,32.529633,-2.2614381,False,right,True
307.0,35.202145,-1.1014465,False,right,True
308.0,33.232216,2.7779155,False,right,True
309.0,38.45967,0.4878057,False,right,True
310.0,34.838284,-2.0495157,False,right,True
311.0,35.759777,3.075425,False,right,True
312.0,28.166754,2.3093429,False,right,True
313.0,32.782703,-1.1164684,False,right,True
314.0,28.0423,1.9246948,False,right,True
315.0,33.88551,-1.7674265,False,right,True
316.0,30.362526,-2.3839912,False,right,True
317.0,24.860916,-1.144468,False,right,True
318.0,27.579353,-2.5368316,False,right,True
319.0,23.380562,2.0102463,False,right,True
320.0,32.27775,-1.5453609,False,right,True
321.0,33.578674,-1.4250848,False,right,True
322.0,34.12558,-2.391292,False,right,True
323.0,31.618727,-2.6333354,False,right,True
324.0,32.09469,-2.1484165,False,right,True
325.0,32.229736,2.6572757,False,right,True
326.0,31.344702,1.7039057,False,right,True
327.0,34.871975,2.1531498,False,right,True
328.0,22.289686,-2.0239267,False,right,True
329.0,33.659157,-1.6955962,False,right,True
330.0,26.07912,0.071600564,False,right,True
331.0,39.00803,0.40345538,False,right,True
332.0,26.974964,0.27772054,False,right,True
333.0,30.660442,-0.49805248,False,right,True
334.0,31.713768,-2.5481195,False,right,True
335.0,31.522856,-0.26459426,False,right,True
336.0,26.92029,1.3892646,False,right,True
337.0,23.63136,1.8415719,False,right,True
338.0,28.790688,2.3527524,False,right,True
339.0,27.167439,2.522626,False,right,True
340.0,27.940702,-2.329492,False,right,True
341.0,36.084793,-2.6871405,False,right,True
342.0,30.94143,0.7412559,False,right,True
343.0,26.252079,-0.2592548,False,right,True
344.0,30.417688,2.6696906,False,right,True
345.0,36.783836,-2.6568036,False,right,True
346.0,36.35186,0.5314052,False,right,True
347.0,35.794296,-1.7274729,False,right,True
348.0,33.421635,0.07713848,False,right,True
349.0,37.928715,-2.5387971,False,right,True
350.0,39.68866,2.3872018,False,right,True
351.0,32.19399,1.6784405,False,right,True
352.0,24.11814,-1.1839828,False,right,True
353.0,20.545216,2.5580125,False,right,True
354.0,40.175156,-2.0111997,False,right,True
355.0,35.211536,0.55554146,False,right,True
356.0,23.152971,-0.11731273,False,right,True
357.0,31.312023,1.5946517,False,right,True
358.0,38.245667,1.8559688,False,right,True
359.0,32.28016,0.10579137,False,right,True
360.0,36.324287,-0.10751677,False,right,True
361.0,32.02374,-2.3987613,False,right,True
362.0,36.9425,2.1781797,False,right,True
363.0,17.419369,-2.126345,False,right,True
364.0,33.22101,0.936804,False,right,True
365.0,35.1023,0.34236646,False,right,True
366.0,37.056847,-2.256973,False,right,True
367.0,35.016495,0.38345128,False,right,True
368.0,36.466362,1.7930983,False,right,True
369.0,35.26115,-1.6241875,False,right,True
370.0,23.98872,-2.6511078,False,right,True
371.0,23.879913,1.8307673,False,right,True
372.0,32.18531,-2.135212,False,right,True
373.0,21.781118,2.6315975,False,right,True
374.0,37.10958,1.6826885,False,right,True
375.0,37.06864,-1.3921274,False,right,True
376.0,22.66785,-1.8284831,False,right,True
377.0,24.674236,-0.35299125,False,right,True
378.0,32.363632,-0.806901,False,right,True
379.0,17.507961,1.4744263,False,right,True
380.0,38.103107,-1.772787,False,right,True
381.0,32.99082,0.95280886,False,right,True
382.0,37.707664,-2.2118208,False,right,True
383.0,31.948912,-2.3919973,False,right,True
384.0,32.962997,-0.044185396,False,right,True
385.0,35.342453,-1.103608,False,right,True
386.0,31.564354,3.0661216,False,right,True
387.0,31.880987,-2.9353452,False,right,True
388.0,33.264805,-1.9548321,False,right,True
389.0,27.802982,0.33270648,False,right,True
390.0,26.277754,0.5476488,False,right,True
391.0,7.294564,-1.3053267,False,right,True
392.0,35.901367,-0.80210733,False,right,True
393.0,32.00463,1.391665,False,right,True
394.0,29.318228,0.16036174,False,right,True
395.0,36.344433,-1.5240812,False,right,True
396.0,34.35759,-1.4497119,False,right,True
397.0,29.260368,-1.8308783,False,right,True
398.0,29.619831,-2.518371,False,right,True
399.0,31.421986,0.5108479,False,right,True
400.0,33.628765,-0.89852303,False,right,True
401.0,33.548683,2.9124231,False,right,True
402.0,29.509418,0.42565086,False,right,True
403.0,26.042974,-2.4612172,False,right,True
404.0,25.950787,0.11209311,False,right,True
405.0,37.11417,-2.9254498,False,right,True
406.0,36.08819,-1.8330595,False,right,True
407.0,23.449501,0.022099467,False,right,True
408.0,30.287523,-2.4324572,False,right,True
409.0,28.1012,0.9710488,False,right,True
410.0,37.33765,0.5628583,False,right,True
411.0,35.15089,-1.4835542,False,right,True
412.0,26.457083,-1.3293953,False,right,True
413.0,38.291622,0.2612015,False,right,True
414.0,27.537086,-1.90766,False,right,True
415.0,30.320112,-1.1974806,False,right,True
416.0,26.625267,1.8262789,False,right,True
417.0,34.390858,-2.8854172,False,right,True
418.0,22.219831,-0.49655885,False,right,True
419.0,34.88009,1.0063552,False,right,True
420.0,35.080753,2.8339474,False,right,True
421.0,24.616282,-0.91279244,False,right,True
422.0,28.547756,-0.69505775,False,right,True
423.0,31.809269,0.9870373,False,right,True
424.0,37.74629,-1.6943097,False,right,True
425.0,26.766165,-1.6222452,False,right,True
426.0,36.42282,2.1447,False,right,True
427.0,32.824226,-0.22468634,False,right,True
428.0,21.24712,2.6445835,False,right,True
429.0,19.096682,2.0764027,False,right,True
430.0,17.603546,-1.7717416,False,right,True
431.0,30.212738,2.101107,False,right,True
432.0,20.771389,1.7425138,False,right,True
433.0,34.601505,-2.6059182,False,right,True
434.0,35.46866,-3.0016248,False,right,True
435.0,30.440166,-2.0539217,False,right,True
436.0,29.71075,-1.1535871,False,right,True
437.0,27.442612,-1.0838147,False,right,True
438.0,36.47663,-2.0937717,False,right,True
439.0,34.203342,-1.0805284,False,right,True
440.0,29.6861,1.8774717,False,right,True
441.0,34.12682,-2.1073592,False,right,True
442.0,32.537872,0.26546887,False,right,True
443.0,33.775894,1.2110089,False,right,True
444.0,37.656693,0.114809364,False,right,True
445.0,35.0282,-0.80283105,False,right,True
446.0,28.358936,1.9597033,False,right,True
447.0,25.804464,-2.9260395,False,right,True
448.0,32.53223,0.29431406,False,right,True
449.0,30.601416,-0.29580256,False,right,True
450.0,30.380081,-1.4462844,False,right,True
451.0,30.185678,1.9865719,False,right,True
452.0,21.801645,-1.6174198,False,right,True
453.0,37.039,-1.6422703,False,right,True
454.0,32.120174,1.9500309,False,right,True
455.0,36.59739,-2.4419522,False,right,True
456.0,35.654312,1.8525612,False,right,True
457.0,33.50707,-1.564109,False,right,True
458.0,24.9213,-0.66941774,False,right,True
459.0,24.254742,-0.4580641,False,right,True
460.0,24.958155,1.0456372,False,right,True
461.0,25.62749,-1.1162378,False,right,True
462.0,30.919743,1.3242116,False,right,True
463.0,28.588802,-2.6708446,False,right,True
464.0,33.006775,-0.17582299,False,right,True
465.0,31.53393,-2.8552883,False,right,True
466.0,22.41504,-0.6786171,False,right,True
467.0,29.159016,-2.5631993,False,right,True
468.0,35.758003,2.4506707,False,right,True
469.0,30.854815,1.8335787,False,right,True
470.0,31.026054,1.94025,False,right,True
471.0,33.905758,-1.5646652,False,right,True
472.0,33.685265,-2.6031451,False,right,True
473.0,25.42327,-1.0847692,False,right,True
474.0,31.769903,0.8382163,False,right,True
475.0,29.743889,-0.44083047,False,right,True
476.0,24.27036,-2.877296,False,right,True
477.0,34.697807,-2.5188842,False,right,True
478.0,36.154697,-1.4462613,False,right,True
479.0,34.10894,-0.58056694,False,right,True
480.0,36.418064,2.1802735,False,right,True
481.0,34.70018,-2.1557157,False,right,True
482.0,16.107174,1.4341658,False,right,True
483.0,30.716328,0.72185737,False,right,True
484.0,35.108112,2.9268174,False,right,True
485.0,36.588062,1.0246804,False,right,True
486.0,35.419262,1.5950588,False,right,True
487.0,36.15707,3.1186848,False,right,True
488.0,31.322742,-2.4673345,False,right,True
489.0,24.949928,-0.4450218,False,right,True
490.0,38.85444,-1.4701927,False,right,True
491.0,35.46785,-2.7540662,False,right,True
492.0,33.932243,1.4874446,False,right,True
493.0,37.982193,2.3670068,False,right,True
494.0,33.659866,1.4914119,False,right,True
495.0,35.114685,1.8937418,False,right,True
496.0,26.848457,-2.7956033,False,right,True
497.0,26.009161,-2.1634643,False,right,True
498.0,26.913511,1.4817177,False,right,True
499.0,30.97434,1.2911229,False,right,True
500.0,35.135292,0.42615402,False,right,True
501.0,26.980606,-2.7328024,False,right,True
502.0,38.124844,0.019196982,False,right,True
503.0,33.02671,1.4651712,False,right,True
504.0,23.939026,2.1670868,False,right,True
505.0,21.949366,1.7150817,False,right,True
506.0,39.110218,0.9421579,False,right,True
507.0,27.653818,-0.75921845,False,right,True
508.0,33.644775,-0.705015,False,right,True
509.0,30.232578,-2.266998,False,right,True
510.0,34.14066,1.5828952,False,right,True
511.0,35.017387,2.691007,False,right,True
512.0,24.524632,1.548562,False,right,True
513.0,33.49665,-2.6133547,False,right,True
514.0,33.818737,0.32915857,False,right,True
515.0,34.477512,0.92536235,False,right,True
516.0,31.981289,-1.3256279,False,right,True
517.0,20.302135,0.4651922,False,right,True
518.0,29.765985,-1.7764304,False,right,True
519.0,29.720219,-0.5554648,False,right,True
520.0,16.529276,2.2015605,False,right,True
521.0,32.374855,0.3066212,False,right,True
522.0,34.72258,2.467622,False,right,True
523.0,28.148985,2.5712252,False,right,True
524.0,27.662886,2.2240613,False,right,True
525.0,29.422268,1.6883484,False,right,True
526.0,33.11365,-1.1351197,False,right,True
527.0,22.734148,1.020871,False,right,True
528.0,28.111366,-0.6035454,False,right,True
529.0,34.198997,-1.4374529,False,right,True
530.0,31.474764,2.4166434,False,right,True
531.0,37.230114,2.9920278,False,right,True
532.0,38.16093,-2.440667,False,right,True
533.0,24.978083,-0.0033184614,False,right,True
534.0,21.387117,0.9234208,False,right,True
535.0,34.991493,-2.1675928,False,right,True
536.0,29.297035,0.21429032,False,right,True
537.0,33.8455,-0.26504114,False,right,True
538.0,33.364246,1.4783936,False,right,True
539.0,33.94633,2.8574955,False,right,True
540.0,30.794838,1.3980691,False,right,True
541.0,31.657574,-1.5981925,False,right,True
542.0,35.018074,-1.6377847,False,right,True
543.0,30.309572,1.5247151,False,right,True
544.0,32.991043,-2.258586,False,right,True
545.0,32.6863,2.3836968,False,right,True
546.0,33.833607,-1.8447418,False,right,True
547.0,34.642193,0.99945694,False,right,True
548.0,30.629251,-0.8504155,False,right,True
549.0,27.015827,-1.0542084,False,right,True
550.0,35.971664,0.07988073,False,right,True
551.0,32.284626,1.3938742,False,right,True
552.0,29.74491,-0.6578425,False,right,True
553.0,24.7812,2.3318787,False,right,True
554.0,31.341276,-1.4286208,False,right,True
555.0,30.544699,-1.2272679,False,right,True
556.0,26.2148,2.801515,False,right,True
557.0,27.283215,0.38980404,False,right,True
558.0,39.815907,2.9319093,False,right,True
559.0,35.03021,-0.017247349,False,right,True
560.0,34.451996,-2.8501945,False,right,True
561.0,32.60541,-0.02090366,False,right,True
562.0,30.203619,-2.7420094,False,right,True
563.0,26.24458,-1.7955811,False,right,True
564.0,29.58803,-0.22174013,False,right,True
565.0,35.2838,-2.6861863,False,right,True
566.0,34.916603,-0.156648,False,right,True
567.0,35.658783,0.71923476,False,right,True
568.0,36.670994,-2.991067,False,right,True
569.0,34.496277,-2.617396,False,right,True
570.0,22.181198,-1.904752,False,right,True
571.0,31.992323,-0.33379394,False,right,True
572.0,30.425919,-2.1496232,False,right,True
573.0,28.735744,-1.4923067,False,right,True
574.0,26.411041,-2.999182,False,right,True
575.0,35.93575,-0.17747577,False,right,True
576.0,29.001637,0.15318805,False,right,True
577.0,29.740925,2.6839948,False,right,True
578.0,32.248817,-0.6302118,False,right,True
579.0,32.36528,-2.4165688,False,right,True
580.0,35.217415,0.2076921,False,right,True
581.0,29.78115,-2.7635305,False,right,True
582.0,28.51001,2.348355,False,right,True
583.0,29.151398,-2.3027146,False,right,True
584.0,31.965164,-2.8416955,False,right,True
585.0,26.02026,-0.8347876,False,right,True
586.0,39.60377,-1.6142312,False,right,True
587.0,31.785149,-1.6479766,False,right,True
588.0,23.973091,2.438456,False,right,True
589.0,31.611986,0.31971082,False,right,True
590.0,28.705513,-2.8859236,False,right,True
591.0,25.685467,2.8848855,False,right,True
592.0,30.473862,2.3727233,False,right,True
593.0,31.286217,0.2201697,False,right,True
594.0,33.973095,-1.3933774,False,right,True
595.0,37.149853,-2.5920024,False,right,True
596.0,28.277655,2.2052553,False,right,True
597.0,29.407711,2.3892708,False,right,True
598.0,10.514135,-0.87013566,False,right,True
599.0,33.00682,2.9893553,False,right,True
600.0,37.776924,0.12751634,False,right,True
601.0,25.914385,2.4584513,False,right,True
602.0,37.591244,1.6681839,False,right,True
603.0,26.189789,-1.593773,False,right,True
604.0,35.21335,-0.9082124,False,right,True
605.0,32.12277,2.0286686,False,right,True
606.0,34.449707,-2.4859273,False,right,True
607.0,34.716335,-1.8648247,False,right,True
608.0,36.222485,-0.44270474,False,right,True
609.0,34.134262,-1.6024128,False,right,True
610.0,28.326702,-0.049631257,False,right,True
611.0,33.01055,1.434033,False,right,True
612.0,33.603226,0.98886424,False,right,True
613.0,25.708096,-1.6198124,False,right,True
614.0,30.875328,2.5076334,False,right,True
615.0,30.13382,0.49504125,False,right,True
616.0,34.520844,2.7293231,False,right,True
617.0,33.375652,0.35111308,False,right,True
618.0,20.372791,-1.5233635,False,right,True
619.0,27.728853,1.8241869,False,right,True
620.0,33.228687,0.6712954,False,right,True
621.0,24.102095,0.43045792,False,right,True
622.0,32.242172,-1.9273522,False,right,True
623.0,37.112896,-1.681745,False,right,True
624.0,32.882557,1.4873087,False,right,True
625.0,33.01315,-1.3743727,False,right,True
626.0,27.79493,0.28454092,False,right,True
627.0,29.920574,-2.9452791,False,right,True
628.0,28.499144,-1.8589292,False,right,True
629.0,31.751663,0.03757268,False,right,True
630.0,32.51081,1.4184558,False,right,True
631.0,34.505688,-0.30538267,False,right,True
632.0,33.235508,-1.6480485,False,right,True
633.0,36.63038,0.5316645,False,right,True
634.0,33.958,1.2080073,False,right,True
635.0,29.136126,0.9441489,False,right,True
636.0,25.807297,1.5617368,False,right,True
637.0,30.85519,3.0205734,False,right,True
638.0,33.32156,1.4643492,False,right,True
639.0,22.565914,-3.0782213,False,right,True
640.0,33.58187,1.0886972,False,right,True
641.0,29.96228,-0.06051521,False,right,True
642.0,36.787754,2.3457782,False,right,True
643.0,25.096197,2.1518946,False,right,True
644.0,31.166302,-0.55881906,False,right,True
645.0,33.506477,-2.9876275,False,right,True
646.0,30.591743,2.2081943,False,right,True
647.0,35.523224,1.6852603,False,right,True
648.0,25.91735,1.3219717,False,right,True
649.0,25.072853,-1.0533755,False,right,True
650.0,36.355034,-3.1193767,False,right,True
