Frequency (Hz),Window1 Gain,Window2 Gain
12008.5,0.0,0.0
12009.0,0.0,0.0
12009.5,0.0,0.0
12010.0,0.0,0.0
12010.5,0.0,0.0
12011.0,0.0,0.0
12011.5,0.0,0.0
12012.0,0.0,0.0
12012.5,0.0,0.0
12013.0,0.0,0.0
12013.5,0.0,0.0
12014.0,0.0,0.0
12014.5,0.0,0.0
12015.0,0.0,0.0
12015.5,0.0,0.0
12016.0,0.0,0.0
12016.5,0.0,0.0
12017.0,0.0,0.0
12017.5,0.0,0.0
12018.0,0.0,0.0
12018.5,0.0,0.0
12019.0,0.0,0.0
12019.5,0.0,0.0
12020.0,0.0,0.0
12020.5,0.0,0.0
12021.0,0.0,0.0
12021.5,0.0,0.0
12022.0,0.0,0.0
12022.5,0.0,0.0
12023.0,0.0,0.0
12023.5,0.0,0.0
12024.0,0.0,0.0
12024.5,0.0,0.0
12025.0,0.0,0.0
12025.5,0.0,0.0
12026.0,0.0,0.0
12026.5,0.0,0.0
12027.0,0.0,0.0
12027.5,0.0,0.0
12028.0,0.0,0.0
12028.5,0.0,0.0
12029.0,0.0,0.0
12029.5,0.0,0.0
12030.0,0.0,0.0
12030.5,0.0,0.0
12031.0,0.0,0.0
12031.5,0.0,0.0
12032.0,0.0,0.0
12032.5,0.0,0.0
12033.0,0.0,0.0
12033.5,0.0,0.0
12034.0,0.0,0.0
12034.5,0.0,0.0
12035.0,0.0,0.0
12035.5,0.0,0.0
12036.0,0.0,0.0
12036.5,0.0,0.0
12037.0,0.0,0.0
12037.5,0.0,0.0
12038.0,0.0,0.0
12038.5,0.0,0.0
12039.0,0.0,0.0
12039.5,0.0,0.0
12040.0,0.0,0.0
12040.5,0.0,0.0
12041.0,0.0,0.0
12041.5,0.0,0.0
12042.0,0.0,0.0
12042.5,0.0,0.0
12043.0,0.0,0.0
12043.5,0.0,0.0
12044.0,0.0,0.0
12044.5,0.0,0.0
12045.0,0.0,0.0
12045.5,0.0,0.0
12046.0,0.0,0.0
12046.5,0.0,0.0
12047.0,0.0,0.0
12047.5,0.0,0.0
12048.0,0.0,0.0
12048.5,0.0,0.0
12049.0,0.0,0.0
12049.5,0.0,0.0
12050.0,0.0,0.0
12050.5,0.0,0.0
12051.0,0.0,0.0
12051.5,0.0,0.0
12052.0,0.0,0.0
12052.5,0.0,0.0
12053.0,0.0,0.0
12053.5,0.0,0.0
12054.0,0.0,0.0
12054.5,0.0,0.0
12055.0,0.0,0.0
12055.5,0.0,0.0
12056.0,0.0,0.0
12056.5,0.0,0.0
12057.0,0.0,0.0
12057.5,0.0,0.0
12058.0,0.0,0.0
12058.5,0.0,0.0
12059.0,0.0,0.0
12059.5,0.0,0.0
12060.0,0.0,0.0
12060.5,0.0,0.0
12061.0,0.0,0.0
12061.5,0.0,0.0
12062.0,0.0,0.0
12062.5,0.0,0.0
12063.0,0.0,0.0
12063.5,0.0,0.0
12064.0,0.0,0.0
12064.5,0.0,0.0
12065.0,0.0,0.0
12065.5,0.0,0.0
12066.0,0.0,0.0
12066.5,0.0,0.0
12067.0,0.0,0.0
12067.5,0.0,0.0
12068.0,0.0,0.0
12068.5,0.0,0.0
12069.0,0.0,0.0
12069.5,0.0,0.0
12070.0,0.0,0.0
12070.5,0.0,0.0
12071.0,0.0,0.0
12071.5,0.0,0.0
12072.0,0.0,0.0
12072.5,0.0,0.0
12073.0,0.0,0.0
12073.5,0.0,0.0
12074.0,0.0,0.0
12074.5,0.0,0.0
12075.0,0.0,0.0
12075.5,0.0,0.0
12076.0,0.0,0.0
12076.5,0.0,0.0
12077.0,0.0,0.0
12077.5,0.0,0.0
12078.0,0.0,0.0
12078.5,0.0,0.0
12079.0,0.0,0.0
12079.5,0.0,0.0
12080.0,0.0,0.0
12080.5,0.0,0.0
12081.0,0.0,0.0
12081.5,0.0,0.0
12082.0,0.0,0.0
12082.5,0.0,0.0
12083.0,0.0,0.0
12083.5,0.0,0.0
12084.0,0.0,0.0
12084.5,0.0,0.0
12085.0,0.0,0.0
12085.5,0.0,0.0
12086.0,0.0,0.0
12086.5,0.0,0.0
12087.0,0.0,0.0
12087.5,0.0,0.0
12088.0,0.0,0.0
12088.5,0.0,0.0
12089.0,0.0,0.0
12089.5,0.0,0.0
12090.0,0.0,0.0
12090.5,0.0,0.0
12091.0,0.0,0.0
12091.5,0.0,0.0
12092.0,0.0,0.0
12092.5,0.0,0.0
12093.0,0.0,0.0
12093.5,0.0,0.0
12094.0,0.0,0.0
12094.5,0.0,0.0
12095.0,0.0,0.0
12095.5,0.0,0.0
12096.0,0.0,0.0
12096.5,0.0,0.0
12097.0,0.0,0.0
12097.5,0.0,0.0
12098.0,0.0,0.0
12098.5,0.0,0.0
12099.0,0.0,0.0
12099.5,0.0,0.0
12100.0,0.0,0.0
12100.5,0.0,0.0
12101.0,0.0,0.0
12101.5,0.0,0.0
12102.0,0.0,0.0
12102.5,0.0,0.0
12103.0,0.0,0.0
12103.5,0.0,0.0
12104.0,0.0,0.0
12104.5,0.0,0.0
12105.0,0.0,0.0
12105.5,0.0,0.0
12106.0,0.0,0.0
12106.5,0.0,0.0
12107.0,0.0,0.0
12107.5,0.0,0.0
12108.0,0.0,0.0
12108.5,0.0,0.0
12109.0,0.0,0.0
12109.5,0.0,0.0
12110.0,0.0,0.0
12110.5,0.0,0.0
12111.0,0.0,0.0
12111.5,0.0,0.0
12112.0,0.0,0.0
12112.5,0.0,0.0
12113.0,0.0,0.0
12113.5,0.0,0.0
12114.0,0.0,0.0
12114.5,0.0,0.0
12115.0,0.0,0.0
12115.5,0.0,0.0
12116.0,0.0,0.0
12116.5,0.0,0.0
12117.0,0.0,0.0
12117.5,0.0,0.0
12118.0,0.0,0.0
12118.5,0.0,0.0
12119.0,0.0,0.0
12119.5,0.0,0.0
12120.0,0.0,0.0
12120.5,0.0,0.0
12121.0,0.0,0.0
12121.5,0.0,0.0
12122.0,0.0,0.0
12122.5,0.0,0.0
12123.0,0.0,0.0
12123.5,0.0,0.0
12124.0,0.0,0.0
12124.5,0.0,0.0
12125.0,0.0,0.0
12125.5,0.0,0.0
12126.0,0.0,0.0
12126.5,0.0,0.0
12127.0,0.0,0.0
12127.5,0.0,0.0
12128.0,0.0,0.0
12128.5,0.0,0.0
12129.0,0.0,0.0
12129.5,0.0,0.0
12130.0,0.0,0.0
12130.5,0.0,0.0
12131.0,0.0,0.0
12131.5,0.0,0.0
12132.0,0.0,0.0
12132.5,0.0,0.0
12133.0,0.0,0.0
12133.5,0.0,0.0
12134.0,0.0,0.0
12134.5,0.0,0.0
12135.0,0.0,0.0
12135.5,0.0,0.0
12136.0,0.0,0.0
12136.5,0.0,0.0
12137.0,0.0,0.0
12137.5,0.0,0.0
12138.0,0.0,0.0
12138.5,0.0,0.0
12139.0,0.0,0.0
12139.5,0.0,0.0
12140.0,0.0,0.0
12140.5,0.0,0.0
12141.0,0.0,0.0
12141.5,0.0,0.0
12142.0,0.0,0.0
12142.5,0.0,0.0
12143.0,0.0,0.0
12143.5,0.0,0.0
12144.0,0.0,0.0
12144.5,0.0,0.0
12145.0,0.0,0.0
12145.5,0.0,0.0
12146.0,0.0,0.0
12146.5,0.0,0.0
12147.0,0.0,0.0
12147.5,0.0,0.0
12148.0,0.0,0.0
12148.5,0.0,0.0
12149.0,0.0,0.0
12149.5,0.0,0.0
12150.0,0.0,0.0
12150.5,0.0,0.0
12151.0,0.0,0.0
12151.5,0.0,0.0
12152.0,0.0,0.0
12152.5,0.0,0.0
12153.0,0.0,0.0
12153.5,0.0,0.0
12154.0,0.0,0.0
12154.5,0.0,0.0
12155.0,0.0,0.0
12155.5,0.0,0.0
12156.0,0.0,0.0
12156.5,0.0,0.0
12157.0,0.0,0.0
12157.5,0.0,0.0
12158.0,0.0,0.0
12158.5,0.0,0.0
12159.0,0.0,0.0
12159.5,0.0,0.0
12160.0,0.0,0.0
12160.5,0.0,0.0
12161.0,0.0,0.0
12161.5,0.0,0.0
12162.0,0.0,0.0
12162.5,0.0,0.0
12163.0,0.0,0.0
12163.5,0.0,0.0
12164.0,0.0,0.0
12164.5,0.0,0.0
12165.0,0.0,0.0
12165.5,0.0,0.0
12166.0,0.0,0.0
12166.5,0.0,0.0
12167.0,0.0,0.0
12167.5,0.0,0.0
12168.0,0.0,0.0
12168.5,0.0,0.0
12169.0,0.0,0.0
12169.5,0.0,0.0
12170.0,0.0,0.0
12170.5,0.0,0.0
12171.0,0.0,0.0
12171.5,0.0,0.0
12172.0,0.0,0.0
12172.5,0.0,0.0
12173.0,0.0,0.0
12173.5,0.0,0.0
12174.0,0.0,0.0
12174.5,0.0,0.0
12175.0,0.0,0.0
12175.5,0.0,0.0
12176.0,0.0,0.0
12176.5,0.0,0.0
12177.0,0.0,0.0
12177.5,0.0,0.0
12178.0,0.0,0.0
12178.5,0.0,0.0
12179.0,0.0,0.0
12179.5,0.0,0.0
12180.0,0.0,0.0
12180.5,0.0,0.0
12181.0,0.0,0.0
12181.5,0.0,0.0
12182.0,0.0,0.0
12182.5,0.0,0.0
12183.0,0.0,0.0
12183.5,0.0,0.0
12184.0,0.0,0.0
12184.5,0.0,0.0
12185.0,0.0,0.0
12185.5,0.0,0.0
12186.0,0.0,0.0
12186.5,0.0,0.0
12187.0,0.0,0.0
12187.5,0.0,0.0
12188.0,0.0,0.0
12188.5,0.0,0.0
12189.0,0.0,0.0
12189.5,0.0,0.0
12190.0,0.0,0.0
12190.5,0.0,0.0
12191.0,0.0,0.0
12191.5,0.0,0.0
12192.0,0.0,0.0
12192.5,0.0,0.0
12193.0,0.0,0.0
12193.5,0.0,0.0
12194.0,0.0,0.0
12194.5,0.0,0.0
12195.0,0.0,0.0
12195.5,0.0,0.0
12196.0,0.0,0.0
12196.5,0.0,0.0
12197.0,0.0,0.0
12197.5,0.0,0.0
12198.0,0.0,0.0
12198.5,0.0,0.0
12199.0,0.0,0.0
12199.5,0.0,0.0
12200.0,0.0,0.0
12200.5,0.0,0.0
12201.0,0.0,0.0
12201.5,0.0,0.0
12202.0,0.0,0.0
12202.5,0.0,0.0
12203.0,0.0,0.0
12203.5,0.0,0.0
12204.0,0.0,0.0
12204.5,0.0,0.0
12205.0,0.0,0.0
12205.5,0.0,0.0
12206.0,0.0,0.0
12206.5,0.0,0.0
12207.0,0.0,0.0
12207.5,0.0,0.0
12208.0,0.0,0.0
12208.5,0.0,0.0
12209.0,0.0,0.0
12209.5,0.0,0.0
12210.0,0.0,0.0
12210.5,0.0,0.0
12211.0,0.0,0.0
12211.5,0.0,0.0
12212.0,0.0,0.0
12212.5,0.0,0.0
12213.0,0.0,0.0
12213.5,0.0,0.0
12214.0,0.0,0.0
12214.5,0.0,0.0
12215.0,0.0,0.0
12215.5,0.0,0.0
12216.0,0.0,0.0
12216.5,0.0,0.0
12217.0,0.0,0.0
12217.5,0.0,0.0
12218.0,0.0,0.0
12218.5,0.0,0.0
12219.0,0.0,0.0
12219.5,0.0,0.0
12220.0,0.0,0.0
12220.5,0.0,0.0
12221.0,0.0,0.0
12221.5,0.0,0.0
12222.0,0.0,0.0
12222.5,0.0,0.0
12223.0,0.0,0.0
12223.5,0.0,0.0
12224.0,0.0,0.0
12224.5,0.0,0.0
12225.0,0.0,0.0
12225.5,0.0,0.0
12226.0,0.0,0.0
12226.5,0.0,0.0
12227.0,0.0,0.0
12227.5,0.0,0.0
12228.0,0.0,0.0
12228.5,0.0,0.0
12229.0,0.0,0.0
12229.5,0.0,0.0
12230.0,0.0,0.0
12230.5,0.0,0.0
12231.0,0.0,0.0
12231.5,0.0,0.0
12232.0,0.0,0.0
12232.5,0.0,0.0
12233.0,0.0,0.0
12233.5,0.0,0.0
12234.0,0.0,0.0
12234.5,0.0,0.0
12235.0,0.0,0.0
12235.5,0.0,0.0
12236.0,0.0,0.0
12236.5,0.0,0.0
12237.0,0.0,0.0
12237.5,0.0,0.0
12238.0,0.0,0.0
12238.5,0.0,0.0
12239.0,0.0,0.0
12239.5,0.0,0.0
12240.0,0.0,0.0
12240.5,0.0,0.0
12241.0,0.0,0.0
12241.5,0.0,0.0
12242.0,0.0,0.0
12242.5,0.0,0.0
12243.0,0.0,0.0
12243.5,0.0,0.0
12244.0,0.0,0.0
12244.5,0.0,0.0
12245.0,0.0,0.0
12245.5,0.0,0.0
12246.0,0.0,0.0
12246.5,0.0,0.0
12247.0,0.0,0.0
12247.5,0.0,0.0
12248.0,0.0,0.0
12248.5,0.0,0.0
12249.0,0.0,0.0
12249.5,0.0,0.0
12250.0,0.0,0.0
12250.5,0.0,0.0
12251.0,0.0,0.0
12251.5,0.0,0.0
12252.0,0.0,0.0
12252.5,0.0,0.0
12253.0,0.0,0.0
12253.5,0.0,0.0
12254.0,0.0,0.0
12254.5,0.0,0.0
12255.0,0.0,0.0
12255.5,0.0,0.0
12256.0,0.0,0.0
12256.5,0.0,0.0
12257.0,0.0,0.0
12257.5,0.0,0.0
12258.0,0.0,0.0
12258.5,0.0,0.0
12259.0,0.0,0.0
12259.5,0.0,0.0
12260.0,0.0,0.0
12260.5,0.0,0.0
12261.0,0.0,0.0
12261.5,0.0,0.0
12262.0,0.0,0.0
12262.5,0.0,0.0
12263.0,0.0,0.0
12263.5,0.0,0.0
12264.0,0.0,0.0
12264.5,0.0,0.0
12265.0,0.0,0.0
12265.5,0.0,0.0
12266.0,0.0,0.0
12266.5,0.0,0.0
12267.0,0.0,0.0
12267.5,0.0,0.0
12268.0,0.0,0.0
12268.5,0.0,0.0
12269.0,0.0,0.0
12269.5,0.0,0.0
12270.0,0.0,0.0
12270.5,0.0,0.0
12271.0,0.0,0.0
12271.5,0.0,0.0
12272.0,0.0,0.0
12272.5,0.0,0.0
12273.0,0.0,0.0
12273.5,0.0,0.0
12274.0,0.0,0.0
12274.5,0.0,0.0
12275.0,0.0,0.0
12275.5,0.0,0.0
12276.0,0.0,0.0
12276.5,0.0,0.0
12277.0,0.0,0.0
12277.5,0.0,0.0
12278.0,0.0,0.0
12278.5,0.0,0.0
12279.0,0.0,0.0
12279.5,0.0,0.0
12280.0,0.0,0.0
12280.5,0.0,0.0
12281.0,0.0,0.0
12281.5,0.0,0.0
12282.0,0.0,0.0
12282.5,0.0,0.0
12283.0,0.0,0.0
12283.5,0.0,0.0
12284.0,0.0,0.0
12284.5,0.0,0.0
12285.0,0.0,0.0
12285.5,0.0,0.0
12286.0,0.0,0.0
12286.5,0.0,0.0
12287.0,0.0,0.0
12287.5,0.0,0.0
12288.0,0.0,0.0
12288.5,0.0,0.0
12289.0,0.0,0.0
12289.5,0.0,0.0
12290.0,0.0,0.0
12290.5,0.0,0.0
12291.0,0.0,0.0
12291.5,0.0,0.0
12292.0,0.0,0.0
12292.5,0.0,0.0
12293.0,0.0,0.0
12293.5,0.0,0.0
12294.0,0.0,0.0
12294.5,0.0,0.0
12295.0,0.0,0.0
12295.5,0.0,0.0
12296.0,0.0,0.0
12296.5,0.0,0.0
12297.0,0.0,0.0
12297.5,0.0,0.0
12298.0,0.0,0.0
12298.5,0.0,0.0
12299.0,0.0,0.0
12299.5,0.0,0.0
12300.0,0.0,0.0
12300.5,0.0,0.0
12301.0,0.0,0.0
12301.5,0.0,0.0
12302.0,0.0,0.0
12302.5,0.0,0.0
12303.0,0.0,0.0
12303.5,0.0,0.0
12304.0,0.0,0.0
12304.5,0.0,0.0
12305.0,0.0,0.0
12305.5,0.0,0.0
12306.0,0.0,0.0
12306.5,0.0,0.0
12307.0,0.0,0.0
12307.5,0.0,0.0
12308.0,0.0,0.0
12308.5,0.0,0.0
12309.0,0.0,0.0
12309.5,0.0,0.0
12310.0,0.0,0.0
12310.5,0.0,0.0
12311.0,0.0,0.0
12311.5,0.0,0.0
12312.0,0.0,0.0
12312.5,0.0,0.0
12313.0,0.0,0.0
12313.5,0.0,0.0
12314.0,0.0,0.0
12314.5,0.0,0.0
12315.0,0.0,0.0
12315.5,0.0,0.0
12316.0,0.0,0.0
12316.5,0.0,0.0
12317.0,0.0,0.0
12317.5,0.0,0.0
12318.0,0.0,0.0
12318.5,0.0,0.0
12319.0,0.0,0.0
12319.5,0.0,0.0
12320.0,0.0,0.0
12320.5,0.0,0.0
12321.0,0.0,0.0
12321.5,0.0,0.0
12322.0,0.0,0.0
12322.5,0.0,0.0
12323.0,0.0,0.0
12323.5,0.0,0.0
12324.0,0.0,0.0
12324.5,0.0,0.0
12325.0,0.0,0.0
12325.5,0.0,0.0
12326.0,0.0,0.0
12326.5,0.0,0.0
12327.0,0.0,0.0
12327.5,0.0,0.0
12328.0,0.0,0.0
12328.5,0.0,0.0
12329.0,0.0,0.0
12329.5,0.0,0.0
12330.0,0.0,0.0
12330.5,0.0,0.0
12331.0,0.0,0.0
12331.5,0.0,0.0
12332.0,0.0,0.0
12332.5,0.0,0.0
12333.0,0.0,0.0
12333.5,0.0,0.0
12334.0,0.0,0.0
12334.5,0.0,0.0
12335.0,0.0,0.0
12335.5,0.0,0.0
12336.0,0.0,0.0
12336.5,0.0,0.0
12337.0,0.0,0.0
12337.5,0.0,0.0
12338.0,0.0,0.0
12338.5,0.0,0.0
12339.0,0.0,0.0
12339.5,0.0,0.0
12340.0,0.0,0.0
12340.5,0.0,0.0
12341.0,0.0,0.0
12341.5,0.0,0.0
12342.0,0.0,0.0
12342.5,0.0,0.0
12343.0,0.0,0.0
12343.5,0.0,0.0
12344.0,0.0,0.0
12344.5,0.0,0.0
12345.0,0.0,0.0
12345.5,0.0,0.0
12346.0,0.0,0.0
12346.5,0.0,0.0
12347.0,0.0,0.0
12347.5,0.0,0.0
12348.0,0.0,0.0
12348.5,0.0,0.0
12349.0,0.0,0.0
12349.5,0.0,0.0
12350.0,0.0,0.0
12350.5,0.0,0.0
12351.0,0.0,0.0
12351.5,0.0,0.0
12352.0,0.0,0.0
12352.5,0.0,0.0
12353.0,0.0,0.0
12353.5,0.0,0.0
12354.0,0.0,0.0
12354.5,0.0,0.0
12355.0,0.0,0.0
12355.5,0.0,0.0
12356.0,0.0,0.0
12356.5,0.0,0.0
12357.0,0.0,0.0
12357.5,0.0,0.0
12358.0,0.0,0.0
12358.5,0.0,0.0
12359.0,0.0,0.0
12359.5,0.0,0.0
12360.0,0.0,0.0
12360.5,0.0,0.0
12361.0,0.0,0.0
12361.5,0.0,0.0
12362.0,0.0,0.0
12362.5,0.0,0.0
12363.0,0.0,0.0
12363.5,0.0,0.0
12364.0,0.0,0.0
12364.5,0.0,0.0
12365.0,0.0,0.0
12365.5,0.0,0.0
12366.0,0.0,0.0
12366.5,0.0,0.0
12367.0,0.0,0.0
12367.5,0.0,0.0
12368.0,0.0,0.0
12368.5,0.0,0.0
12369.0,0.0,0.0
12369.5,0.0,0.0
12370.0,0.0,0.0
12370.5,0.0,0.0
12371.0,0.0,0.0
12371.5,0.0,0.0
12372.0,0.0,0.0
12372.5,0.0,0.0
12373.0,0.0,0.0
12373.5,0.0,0.0
12374.0,0.0,0.0
12374.5,0.0,0.0
12375.0,0.0,0.0
12375.5,0.0,0.0
12376.0,0.0,0.0
12376.5,0.0,0.0
12377.0,0.0,0.0
12377.5,0.0,0.0
12378.0,0.0,0.0
12378.5,0.0,0.0
12379.0,0.0,0.0
12379.5,0.0,0.0
12380.0,0.0,0.0
12380.5,0.0,0.0
12381.0,0.0,0.0
12381.5,0.0,0.0
12382.0,0.0,0.0
12382.5,0.0,0.0
12383.0,0.0,0.0
12383.5,0.0,0.0
12384.0,0.0,0.0
12384.5,0.0,0.0
12385.0,0.0,0.0
12385.5,0.0,0.0
12386.0,0.0,0.0
12386.5,0.0,0.0
12387.0,0.0,0.0
12387.5,0.0,0.0
12388.0,0.0,0.0
12388.5,0.0,0.0
12389.0,0.0,0.0
12389.5,0.0,0.0
12390.0,0.0,0.0
12390.5,0.0,0.0
12391.0,0.0,0.0
12391.5,0.0,0.0
12392.0,0.0,0.0
12392.5,0.0,0.0
12393.0,0.0,0.0
12393.5,0.0,0.0
12394.0,0.0,0.0
12394.5,0.0,0.0
12395.0,0.0,0.0
12395.5,0.0,0.0
12396.0,0.0,0.0
12396.5,0.0,0.0
12397.0,0.0,0.0
12397.5,0.0,0.0
12398.0,0.0,0.0
12398.5,0.0,0.0
12399.0,0.0,0.0
12399.5,0.0,0.0
12400.0,0.0,0.0
12400.5,0.0,0.0
12401.0,0.0,0.0
12401.5,0.0,0.0
12402.0,0.0,0.0
12402.5,0.0,0.0
12403.0,0.0,0.0
12403.5,0.0,0.0
12404.0,0.0,0.0
12404.5,0.0,0.0
12405.0,0.0,0.0
12405.5,0.0,0.0
12406.0,0.0,0.0
12406.5,0.0,0.0
12407.0,0.0,0.0
12407.5,0.0,0.0
12408.0,0.0,0.0
12408.5,0.0,0.0
12409.0,0.0,0.0
12409.5,0.0,0.0
12410.0,0.0,0.0
12410.5,0.0,0.0
12411.0,0.0,0.0
12411.5,0.0,0.0
12412.0,0.0,0.0
12412.5,0.0,0.0
12413.0,0.0,0.0
12413.5,0.0,0.0
12414.0,0.0,0.0
12414.5,0.0,0.0
12415.0,0.0,0.0
12415.5,0.0,0.0
12416.0,0.0,0.0
12416.5,0.0,0.0
12417.0,0.0,0.0
12417.5,0.0,0.0
12418.0,0.0,0.0
12418.5,0.0,0.0
12419.0,0.0,0.0
12419.5,0.0,0.0
12420.0,0.0,0.0
12420.5,0.0,0.0
12421.0,0.0,0.0
12421.5,0.0,0.0
12422.0,0.0,0.0
12422.5,0.0,0.0
12423.0,0.0,0.0
12423.5,0.0,0.0
12424.0,0.0,0.0
12424.5,0.0,0.0
12425.0,0.0,0.0
12425.5,0.0,0.0
12426.0,0.0,0.0
12426.5,0.0,0.0
12427.0,0.0,0.0
12427.5,0.0,0.0
12428.0,0.0,0.0
12428.5,0.0,0.0
12429.0,0.0,0.0
12429.5,0.0,0.0
12430.0,0.0,0.0
12430.5,0.0,0.0
12431.0,0.0,0.0
12431.5,0.0,0.0
12432.0,0.0,0.0
12432.5,0.0,0.0
12433.0,0.0,0.0
12433.5,0.0,0.0
12434.0,0.0,0.0
12434.5,0.0,0.0
12435.0,0.0,0.0
12435.5,0.0,0.0
12436.0,0.0,0.0
12436.5,0.0,0.0
12437.0,0.0,0.0
12437.5,0.0,0.0
12438.0,0.0,0.0
12438.5,0.0,0.0
12439.0,0.0,0.0
12439.5,0.0,0.0
12440.0,0.0,0.0
12440.5,0.0,0.0
12441.0,0.0,0.0
12441.5,0.0,0.0
12442.0,0.0,0.0
12442.5,0.0,0.0
12443.0,0.0,0.0
12443.5,0.0,0.0
12444.0,0.0,0.0
12444.5,0.0,0.0
12445.0,0.0,0.0
12445.5,0.0,0.0
12446.0,0.0,0.0
12446.5,0.0,0.0
12447.0,0.0,0.0
12447.5,0.0,0.0
12448.0,0.0,0.0
12448.5,0.0,0.0
12449.0,0.0,0.0
12449.5,0.0,0.0
12450.0,0.0,0.0
12450.5,0.0,0.0
12451.0,0.0,0.0
12451.5,0.0,0.0
12452.0,0.0,0.0
12452.5,0.0,0.0
12453.0,0.0,0.0
12453.5,0.0,0.0
12454.0,0.0,0.0
12454.5,0.0,0.0
12455.0,0.0,0.0
12455.5,0.0,0.0
12456.0,0.0,0.0
12456.5,0.0,0.0
12457.0,0.0,0.0
12457.5,0.0,0.0
12458.0,0.0,0.0
12458.5,0.0,0.0
12459.0,0.0,0.0
12459.5,0.0,0.0
12460.0,0.0,0.0
12460.5,0.0,0.0
12461.0,0.0,0.0
12461.5,0.0,0.0
12462.0,0.0,0.0
12462.5,0.0,0.0
12463.0,0.0,0.0
12463.5,0.0,0.0
12464.0,0.0,0.0
12464.5,0.0,0.0
12465.0,0.0,0.0
12465.5,0.0,0.0
12466.0,0.0,0.0
12466.5,0.0,0.0
12467.0,0.0,0.0
12467.5,0.0,0.0
12468.0,0.0,0.0
12468.5,0.0,0.0
12469.0,0.0,0.0
12469.5,0.0,0.0
12470.0,0.0,0.0
12470.5,0.0,0.0
12471.0,0.0,0.0
12471.5,0.0,0.0
12472.0,0.0,0.0
12472.5,0.0,0.0
12473.0,0.0,0.0
12473.5,0.0,0.0
12474.0,0.0,0.0
12474.5,0.0,0.0
12475.0,0.0,0.0
12475.5,0.0,0.0
12476.0,0.0,0.0
12476.5,0.0,0.0
12477.0,0.0,0.0
12477.5,0.0,0.0
12478.0,0.0,0.0
12478.5,0.0,0.0
12479.0,0.0,0.0
12479.5,0.0,0.0
12480.0,0.0,0.0
12480.5,0.0,0.0
12481.0,0.0,0.0
12481.5,0.0,0.0
12482.0,0.0,0.0
12482.5,0.0,0.0
12483.0,0.0,0.0
12483.5,0.0,0.0
12484.0,0.0,0.0
12484.5,0.0,0.0
12485.0,0.0,0.0
12485.5,0.0,0.0
12486.0,0.0,0.0
12486.5,0.0,0.0
12487.0,0.0,0.0
12487.5,0.0,0.0
12488.0,0.0,0.0
12488.5,0.0,0.0
12489.0,0.0,0.0
12489.5,0.0,0.0
12490.0,0.0,0.0
12490.5,0.0,0.0
12491.0,0.0,0.0
12491.5,0.0,0.0
12492.0,0.0,0.0
12492.5,0.0,0.0
12493.0,0.0,0.0
12493.5,0.0,0.0
12494.0,0.0,0.0
12494.5,0.0,0.0
12495.0,0.0,0.0
12495.5,0.0,0.0
12496.0,0.0,0.0
12496.5,0.0,0.0
12497.0,0.0,0.0
12497.5,0.0,0.0
12498.0,0.0,0.0
12498.5,0.0,0.0
12499.0,0.0,0.0
12499.5,0.0,0.0
12500.0,0.0,0.0
12500.5,0.0,0.0
12501.0,0.0,0.0
12501.5,0.0,0.0
12502.0,0.0,0.0
12502.5,0.0,0.0
12503.0,0.0,0.0
12503.5,0.0,0.0
12504.0,0.0,0.0
12504.5,0.0,0.0
12505.0,0.0,0.0
12505.5,0.0,0.0
12506.0,0.0,0.0
12506.5,0.0,0.0
12507.0,0.0,0.0
12507.5,0.0,0.0
12508.0,0.0,0.0
12508.5,0.0,0.0
12509.0,0.0,0.0
12509.5,0.0,0.0
12510.0,0.0,0.0
12510.5,0.0,0.0
12511.0,0.0,0.0
12511.5,0.0,0.0
12512.0,0.0,0.0
12512.5,0.0,0.0
12513.0,0.0,0.0
12513.5,0.0,0.0
12514.0,0.0,0.0
12514.5,0.0,0.0
12515.0,0.0,0.0
12515.5,0.0,0.0
12516.0,0.0,0.0
12516.5,0.0,0.0
12517.0,0.0,0.0
12517.5,0.0,0.0
12518.0,0.0,0.0
12518.5,0.0,0.0
12519.0,0.0,0.0
12519.5,0.0,0.0
12520.0,0.0,0.0
12520.5,0.0,0.0
12521.0,0.0,0.0
12521.5,0.0,0.0
12522.0,0.0,0.0
12522.5,0.0,0.0
12523.0,0.0,0.0
12523.5,0.0,0.0
12524.0,0.0,0.0
12524.5,0.0,0.0
12525.0,0.0,0.0
12525.5,0.0,0.0
12526.0,0.0,0.0
12526.5,0.0,0.0
12527.0,0.0,0.0
12527.5,0.0,0.0
12528.0,0.0,0.0
12528.5,0.0,0.0
12529.0,0.0,0.0
12529.5,0.0,0.0
12530.0,0.0,0.0
12530.5,0.0,0.0
12531.0,0.0,0.0
12531.5,0.0,0.0
12532.0,0.0,0.0
12532.5,0.0,0.0
12533.0,0.0,0.0
12533.5,0.0,0.0
12534.0,0.0,0.0
12534.5,0.0,0.0
12535.0,0.0,0.0
12535.5,0.0,0.0
12536.0,0.0,0.0
12536.5,0.0,0.0
12537.0,0.0,0.0
12537.5,0.0,0.0
12538.0,0.0,0.0
12538.5,0.0,0.0
12539.0,0.0,0.0
12539.5,0.0,0.0
12540.0,0.0,0.0
12540.5,0.0,0.0
12541.0,0.0,0.0
12541.5,0.0,0.0
12542.0,0.0,0.0
12542.5,0.0,0.0
12543.0,0.0,0.0
12543.5,0.0,0.0
12544.0,0.0,0.0
12544.5,0.0,0.0
12545.0,0.0,0.0
12545.5,0.0,0.0
